horse_number,horse_name,frame,actual_running_style,position_m,rank,lane,gap_from_leader,race_power,performance_index,late_phase,ability_factor,time,elapsed_time,progress
11,シンエンペラー,6,差し,1607.71,16,5.67,33.092,54.86,73.209,0.365,0.7,105.858,105.858,0.7458
8,タガノデュード,4,追込,1591.018,17,3.65,49.784,71.2,81.806,0.365,0.7,105.858,105.858,0.7458
6,ビザンチンドリーム,3,追込,1574.664,18,2.65,66.139,58.422,76.695,0.365,0.7,105.858,105.858,0.7458
16,メイショウタバル,8,逃げ,1648.161,1,7.0,0.0,74.557,75.358,0.373,0.7,106.333,106.333,0.7492
5,クロワデュノール,3,先行,1648.161,2,2.22,0.0,84.154,89.408,0.373,0.7,106.333,106.333,0.7492
2,ミュージアムマイル,1,先行,1646.165,3,0.0,1.996,73.195,82.272,0.373,0.7,106.333,106.333,0.7492
12,マイネルエンペラー,6,逃げ,1645.133,4,5.0,3.028,52.086,66.306,0.373,0.7,106.333,106.333,0.7492
17,レガレイラ,8,先行,1644.083,5,7.0,4.078,68.507,79.338,0.373,0.7,106.333,106.333,0.7492
4,ミクニインスパイア,2,先行,1640.845,6,1.0,7.316,62.769,75.093,0.373,0.7,106.333,106.333,0.7492
9,コスモキュランダ,5,先行,1640.25,7,4.22,7.91,64.219,71.241,0.373,0.7,106.333,106.333,0.7492
7,ファミリータイム,4,先行,1639.824,8,3.22,8.337,60.592,73.6,0.373,0.7,106.333,106.333,0.7492
3,シュガークン,2,先行,1635.71,9,1.22,12.451,52.467,61.843,0.373,0.7,106.333,106.333,0.7492
18,ミステリーウェイ,8,先行,1633.305,10,7.0,14.855,43.76,58.039,0.373,0.7,106.333,106.333,0.7492
1,ダノンデサイル,1,差し,1630.059,11,0.67,18.102,79.175,85.766,0.373,0.7,106.333,106.333,0.7492
15,マイユニバース,7,差し,1625.899,12,6.67,22.261,70.558,80.631,0.373,0.7,106.333,106.333,0.7492
10,ジューンテイク,5,差し,1620.293,13,4.45,27.868,67.114,73.771,0.373,0.7,106.333,106.333,0.7492
13,シェイクユアハート,7,差し,1620.086,14,6.67,28.074,67.357,78.592,0.373,0.7,106.333,106.333,0.7492
14,スティンガーグラス,7,差し,1619.177,15,6.45,28.983,61.121,77.264,0.373,0.7,106.333,106.333,0.7492
11,シンエンペラー,6,差し,1615.3,16,5.67,32.861,54.86,73.209,0.373,0.7,106.333,106.333,0.7492
8,タガノデュード,4,追込,1598.449,17,3.65,49.711,71.2,81.806,0.373,0.7,106.333,106.333,0.7492
6,ビザンチンドリーム,3,追込,1582.077,18,2.65,66.083,58.422,76.695,0.373,0.7,106.333,106.333,0.7492
16,メイショウタバル,8,逃げ,1655.518,1,7.0,0.0,74.557,75.358,0.381,0.7,106.808,106.808,0.7525
5,クロワデュノール,3,先行,1655.518,2,2.22,0.0,84.154,89.408,0.381,0.7,106.808,106.808,0.7525
2,ミュージアムマイル,1,先行,1653.74,3,0.0,1.779,73.195,82.272,0.381,0.7,106.808,106.808,0.7525
12,マイネルエンペラー,6,逃げ,1652.518,4,5.0,3.001,52.086,66.306,0.381,0.7,106.808,106.808,0.7525
17,レガレイラ,8,先行,1651.646,5,7.0,3.873,68.507,79.338,0.381,0.7,106.808,106.808,0.7525
4,ミクニインスパイア,2,先行,1648.388,6,1.0,7.131,62.769,75.093,0.381,0.7,106.808,106.808,0.7525
9,コスモキュランダ,5,先行,1647.762,7,4.22,7.756,64.219,71.241,0.381,0.7,106.808,106.808,0.7525
7,ファミリータイム,4,先行,1647.359,8,3.22,8.16,60.592,73.6,0.381,0.7,106.808,106.808,0.7525
3,シュガークン,2,先行,1643.178,9,1.22,12.34,52.467,61.843,0.381,0.7,106.808,106.808,0.7525
18,ミステリーウェイ,8,先行,1640.758,10,7.0,14.76,43.76,58.039,0.381,0.7,106.808,106.808,0.7525
1,ダノンデサイル,1,差し,1637.855,11,0.67,17.663,79.175,85.766,0.381,0.7,106.808,106.808,0.7525
15,マイユニバース,7,差し,1633.669,12,6.67,21.849,70.558,80.631,0.381,0.7,106.808,106.808,0.7525
10,ジューンテイク,5,差し,1628.007,13,4.45,27.512,67.114,73.771,0.381,0.7,106.808,106.808,0.7525
13,シェイクユアハート,7,差し,1627.853,14,6.67,27.665,67.357,78.592,0.381,0.7,106.808,106.808,0.7525
14,スティンガーグラス,7,差し,1626.943,15,6.45,28.576,61.121,77.264,0.381,0.7,106.808,106.808,0.7525
11,シンエンペラー,6,差し,1623.04,16,5.67,32.479,54.86,73.209,0.381,0.7,106.808,106.808,0.7525
8,タガノデュード,4,追込,1606.437,17,3.65,49.082,71.2,81.806,0.381,0.7,106.808,106.808,0.7525
6,ビザンチンドリーム,3,追込,1590.055,18,2.65,65.463,58.422,76.695,0.381,0.7,106.808,106.808,0.7525
16,メイショウタバル,8,逃げ,1662.876,1,7.0,0.0,74.557,75.358,0.39,0.7,107.282,107.282,0.7559
5,クロワデュノール,3,先行,1662.876,2,2.22,0.0,84.154,89.408,0.39,0.7,107.282,107.282,0.7559
2,ミュージアムマイル,1,先行,1661.332,3,0.0,1.544,73.195,82.272,0.39,0.7,107.282,107.282,0.7559
12,マイネルエンペラー,6,逃げ,1659.903,4,5.0,2.974,52.086,66.306,0.39,0.7,107.282,107.282,0.7559
17,レガレイラ,8,先行,1659.225,5,7.0,3.651,68.507,79.338,0.39,0.7,107.282,107.282,0.7559
4,ミクニインスパイア,2,先行,1655.946,6,1.0,6.93,62.769,75.093,0.39,0.7,107.282,107.282,0.7559
9,コスモキュランダ,5,先行,1655.288,7,4.22,7.588,64.219,71.241,0.39,0.7,107.282,107.282,0.7559
7,ファミリータイム,4,先行,1654.909,8,3.22,7.967,60.592,73.6,0.39,0.7,107.282,107.282,0.7559
3,シュガークン,2,先行,1650.659,9,1.22,12.218,52.467,61.843,0.39,0.7,107.282,107.282,0.7559
18,ミステリーウェイ,8,先行,1648.223,10,7.0,14.653,43.76,58.039,0.39,0.7,107.282,107.282,0.7559
1,ダノンデサイル,1,差し,1645.704,11,0.67,17.172,79.175,85.766,0.39,0.7,107.282,107.282,0.7559
15,マイユニバース,7,差し,1641.49,12,6.67,21.386,70.558,80.631,0.39,0.7,107.282,107.282,0.7559
10,ジューンテイク,5,差し,1635.767,13,4.45,27.11,67.114,73.771,0.39,0.7,107.282,107.282,0.7559
13,シェイクユアハート,7,差し,1635.671,14,6.67,27.205,67.357,78.592,0.39,0.7,107.282,107.282,0.7559
14,スティンガーグラス,7,差し,1634.76,15,6.45,28.117,61.121,77.264,0.39,0.7,107.282,107.282,0.7559
11,シンエンペラー,6,差し,1630.829,16,5.67,32.047,54.86,73.209,0.39,0.7,107.282,107.282,0.7559
8,タガノデュード,4,追込,1614.61,17,3.65,48.266,71.2,81.806,0.39,0.7,107.282,107.282,0.7559
6,ビザンチンドリーム,3,追込,1598.221,18,2.65,64.656,58.422,76.695,0.39,0.7,107.282,107.282,0.7559
16,メイショウタバル,8,逃げ,1670.234,1,7.0,0.0,74.557,75.358,0.398,0.7,107.757,107.757,0.7592
5,クロワデュノール,3,先行,1670.234,2,2.22,0.0,84.154,89.408,0.398,0.7,107.757,107.757,0.7592
2,ミュージアムマイル,1,先行,1668.924,3,0.0,1.31,73.195,82.272,0.398,0.7,107.757,107.757,0.7592
12,マイネルエンペラー,6,逃げ,1667.287,4,5.0,2.947,52.086,66.306,0.398,0.7,107.757,107.757,0.7592
17,レガレイラ,8,先行,1666.805,5,7.0,3.429,68.507,79.338,0.398,0.7,107.757,107.757,0.7592
4,ミクニインスパイア,2,先行,1663.505,6,1.0,6.729,62.769,75.093,0.398,0.7,107.757,107.757,0.7592
9,コスモキュランダ,5,先行,1662.814,7,4.22,7.42,64.219,71.241,0.398,0.7,107.757,107.757,0.7592
7,ファミリータイム,4,先行,1662.46,8,3.22,7.774,60.592,73.6,0.398,0.7,107.757,107.757,0.7592
3,シュガークン,2,先行,1658.139,9,1.22,12.095,52.467,61.843,0.398,0.7,107.757,107.757,0.7592
18,ミステリーウェイ,8,先行,1655.688,10,7.0,14.546,43.76,58.039,0.398,0.7,107.757,107.757,0.7592
1,ダノンデサイル,1,差し,1653.552,11,0.67,16.682,79.175,85.766,0.398,0.7,107.757,107.757,0.7592
15,マイユニバース,7,差し,1649.31,12,6.67,20.924,70.558,80.631,0.398,0.7,107.757,107.757,0.7592
10,ジューンテイク,5,差し,1643.527,13,4.45,26.708,67.114,73.771,0.398,0.7,107.757,107.757,0.7592
13,シェイクユアハート,7,差し,1643.49,14,6.67,26.744,67.357,78.592,0.398,0.7,107.757,107.757,0.7592
14,スティンガーグラス,7,差し,1642.577,15,6.45,27.657,61.121,77.264,0.398,0.7,107.757,107.757,0.7592
11,シンエンペラー,6,差し,1638.619,16,5.67,31.615,54.86,73.209,0.398,0.7,107.757,107.757,0.7592
8,タガノデュード,4,追込,1622.783,17,3.65,47.451,71.2,81.806,0.398,0.7,107.757,107.757,0.7592
6,ビザンチンドリーム,3,追込,1606.386,18,2.65,63.848,58.422,76.695,0.398,0.7,107.757,107.757,0.7592
16,メイショウタバル,8,逃げ,1677.592,1,7.0,0.0,74.557,75.358,0.406,0.7,108.232,108.232,0.7625
5,クロワデュノール,3,先行,1677.592,2,2.22,0.0,84.154,89.408,0.406,0.7,108.232,108.232,0.7625
2,ミュージアムマイル,1,先行,1676.516,3,0.0,1.076,73.195,82.272,0.406,0.7,108.232,108.232,0.7625
12,マイネルエンペラー,6,逃げ,1674.672,4,5.0,2.92,52.086,66.306,0.406,0.7,108.232,108.232,0.7625
17,レガレイラ,8,先行,1674.385,5,7.0,3.207,68.507,79.338,0.406,0.7,108.232,108.232,0.7625
4,ミクニインスパイア,2,先行,1671.064,6,1.0,6.528,62.769,75.093,0.406,0.7,108.232,108.232,0.7625
9,コスモキュランダ,5,先行,1670.34,7,4.22,7.252,64.219,71.241,0.406,0.7,108.232,108.232,0.7625
7,ファミリータイム,4,先行,1670.011,8,3.22,7.581,60.592,73.6,0.406,0.7,108.232,108.232,0.7625
3,シュガークン,2,先行,1665.62,9,1.22,11.972,52.467,61.843,0.406,0.7,108.232,108.232,0.7625
18,ミステリーウェイ,8,先行,1663.152,10,7.0,14.439,43.76,58.039,0.406,0.7,108.232,108.232,0.7625
1,ダノンデサイル,1,差し,1661.401,11,0.67,16.191,79.175,85.766,0.406,0.7,108.232,108.232,0.7625
15,マイユニバース,7,差し,1657.131,12,6.67,20.461,70.558,80.631,0.406,0.7,108.232,108.232,0.7625
13,シェイクユアハート,7,差し,1651.308,13,6.67,26.284,67.357,78.592,0.406,0.7,108.232,108.232,0.7625
10,ジューンテイク,5,差し,1651.286,14,4.45,26.306,67.114,73.771,0.406,0.7,108.232,108.232,0.7625
14,スティンガーグラス,7,差し,1650.394,15,6.45,27.198,61.121,77.264,0.406,0.7,108.232,108.232,0.7625
11,シンエンペラー,6,差し,1646.408,16,5.67,31.184,54.86,73.209,0.406,0.7,108.232,108.232,0.7625
8,タガノデュード,4,追込,1630.957,17,3.65,46.635,71.2,81.806,0.406,0.7,108.232,108.232,0.7625
6,ビザンチンドリーム,3,追込,1614.552,18,2.65,63.04,58.422,76.695,0.406,0.7,108.232,108.232,0.7625
16,メイショウタバル,8,逃げ,1684.95,1,7.0,0.0,74.557,75.358,0.415,0.7,108.706,108.706,0.7659
5,クロワデュノール,3,先行,1684.95,2,2.22,0.0,84.154,89.408,0.415,0.7,108.706,108.706,0.7659
2,ミュージアムマイル,1,先行,1684.108,3,0.0,0.842,73.195,82.272,0.415,0.7,108.706,108.706,0.7659
12,マイネルエンペラー,6,逃げ,1682.057,4,5.0,2.893,52.086,66.306,0.415,0.7,108.706,108.706,0.7659
17,レガレイラ,8,先行,1681.964,5,7.0,2.985,68.507,79.338,0.415,0.7,108.706,108.706,0.7659
4,ミクニインスパイア,2,先行,1678.623,6,1.0,6.327,62.769,75.093,0.415,0.7,108.706,108.706,0.7659
9,コスモキュランダ,5,先行,1677.866,7,4.22,7.084,64.219,71.241,0.415,0.7,108.706,108.706,0.7659
7,ファミリータイム,4,先行,1677.561,8,3.22,7.389,60.592,73.6,0.415,0.7,108.706,108.706,0.7659
3,シュガークン,2,先行,1673.101,9,1.22,11.849,52.467,61.843,0.415,0.7,108.706,108.706,0.7659
18,ミステリーウェイ,8,先行,1670.617,10,7.0,14.333,43.76,58.039,0.415,0.7,108.706,108.706,0.7659
1,ダノンデサイル,1,差し,1669.25,11,0.67,15.7,79.175,85.766,0.415,0.7,108.706,108.706,0.7659
15,マイユニバース,7,差し,1664.952,12,6.67,19.998,70.558,80.631,0.415,0.7,108.706,108.706,0.7659
13,シェイクユアハート,7,差し,1659.126,13,6.67,25.824,67.357,78.592,0.415,0.7,108.706,108.706,0.7659
10,ジューンテイク,5,差し,1659.046,14,4.45,25.904,67.114,73.771,0.415,0.7,108.706,108.706,0.7659
14,スティンガーグラス,7,差し,1658.211,15,6.45,26.739,61.121,77.264,0.415,0.7,108.706,108.706,0.7659
11,シンエンペラー,6,差し,1654.198,16,5.67,30.752,54.86,73.209,0.415,0.7,108.706,108.706,0.7659
8,タガノデュード,4,追込,1639.13,17,3.65,45.82,71.2,81.806,0.415,0.7,108.706,108.706,0.7659
6,ビザンチンドリーム,3,追込,1622.718,18,2.65,62.232,58.422,76.695,0.415,0.7,108.706,108.706,0.7659
16,メイショウタバル,8,逃げ,1692.308,1,7.0,0.0,74.557,75.358,0.423,0.7,109.181,109.181,0.7692
5,クロワデュノール,3,先行,1692.308,2,2.22,0.0,84.154,89.408,0.423,0.7,109.181,109.181,0.7692
2,ミュージアムマイル,1,先行,1691.7,3,0.0,0.607,73.195,82.272,0.423,0.7,109.181,109.181,0.7692
17,レガレイラ,8,先行,1689.544,4,7.0,2.764,68.507,79.338,0.423,0.7,109.181,109.181,0.7692
12,マイネルエンペラー,6,逃げ,1689.442,5,5.0,2.866,52.086,66.306,0.423,0.7,109.181,109.181,0.7692
4,ミクニインスパイア,2,先行,1686.182,6,1.0,6.126,62.769,75.093,0.423,0.7,109.181,109.181,0.7692
9,コスモキュランダ,5,先行,1685.391,7,4.22,6.916,64.219,71.241,0.423,0.7,109.181,109.181,0.7692
7,ファミリータイム,4,先行,1685.112,8,3.22,7.196,60.592,73.6,0.423,0.7,109.181,109.181,0.7692
3,シュガークン,2,先行,1680.582,9,1.22,11.726,52.467,61.843,0.423,0.7,109.181,109.181,0.7692
18,ミステリーウェイ,8,先行,1678.082,10,7.0,14.226,43.76,58.039,0.423,0.7,109.181,109.181,0.7692
1,ダノンデサイル,1,差し,1677.098,11,0.67,15.209,79.175,85.766,0.423,0.7,109.181,109.181,0.7692
15,マイユニバース,7,差し,1672.772,12,6.67,19.535,70.558,80.631,0.423,0.7,109.181,109.181,0.7692
13,シェイクユアハート,7,差し,1666.945,13,6.67,25.363,67.357,78.592,0.423,0.7,109.181,109.181,0.7692
10,ジューンテイク,5,差し,1666.806,14,4.45,25.502,67.114,73.771,0.423,0.7,109.181,109.181,0.7692
14,スティンガーグラス,7,差し,1666.028,15,6.45,26.28,61.121,77.264,0.423,0.7,109.181,109.181,0.7692
11,シンエンペラー,6,差し,1661.987,16,5.67,30.32,54.86,73.209,0.423,0.7,109.181,109.181,0.7692
8,タガノデュード,4,追込,1647.303,17,3.65,45.004,71.2,81.806,0.423,0.7,109.181,109.181,0.7692
6,ビザンチンドリーム,3,追込,1630.884,18,2.65,61.424,58.422,76.695,0.423,0.7,109.181,109.181,0.7692
16,メイショウタバル,8,逃げ,1699.666,1,7.0,0.0,74.557,75.358,0.431,0.7,109.656,109.656,0.7726
5,クロワデュノール,3,先行,1699.666,2,2.22,0.0,84.154,89.408,0.431,0.7,109.656,109.656,0.7726
2,ミュージアムマイル,1,先行,1699.292,3,0.0,0.373,73.195,82.272,0.431,0.7,109.656,109.656,0.7726
17,レガレイラ,8,先行,1697.124,4,7.0,2.542,68.507,79.338,0.431,0.7,109.656,109.656,0.7726
12,マイネルエンペラー,6,逃げ,1696.827,5,5.0,2.839,52.086,66.306,0.431,0.7,109.656,109.656,0.7726
4,ミクニインスパイア,2,先行,1693.741,6,1.0,5.925,62.769,75.093,0.431,0.7,109.656,109.656,0.7726
9,コスモキュランダ,5,先行,1692.917,7,4.22,6.748,64.219,71.241,0.431,0.7,109.656,109.656,0.7726
7,ファミリータイム,4,先行,1692.662,8,3.22,7.003,60.592,73.6,0.431,0.7,109.656,109.656,0.7726
3,シュガークン,2,先行,1688.062,9,1.22,11.603,52.467,61.843,0.431,0.7,109.656,109.656,0.7726
18,ミステリーウェイ,8,先行,1685.547,10,7.0,14.119,43.76,58.039,0.431,0.7,109.656,109.656,0.7726
1,ダノンデサイル,1,差し,1684.947,11,0.67,14.719,79.175,85.766,0.431,0.7,109.656,109.656,0.7726
15,マイユニバース,7,差し,1680.593,12,6.67,19.072,70.558,80.631,0.431,0.7,109.656,109.656,0.7726
13,シェイクユアハート,7,差し,1674.763,13,6.67,24.903,67.357,78.592,0.431,0.7,109.656,109.656,0.7726
10,ジューンテイク,5,差し,1674.566,14,4.45,25.1,67.114,73.771,0.431,0.7,109.656,109.656,0.7726
14,スティンガーグラス,7,差し,1673.845,15,6.45,25.821,61.121,77.264,0.431,0.7,109.656,109.656,0.7726
11,シンエンペラー,6,差し,1669.777,16,5.67,29.889,54.86,73.209,0.431,0.7,109.656,109.656,0.7726
8,タガノデュード,4,追込,1655.477,17,3.65,44.189,71.2,81.806,0.431,0.7,109.656,109.656,0.7726
6,ビザンチンドリーム,3,追込,1639.049,18,2.65,60.616,58.422,76.695,0.431,0.7,109.656,109.656,0.7726
16,メイショウタバル,8,逃げ,1707.023,1,7.0,0.0,74.557,75.358,0.44,0.7,110.131,110.131,0.7759
5,クロワデュノール,3,先行,1707.023,2,2.22,0.0,84.154,89.408,0.44,0.7,110.131,110.131,0.7759
2,ミュージアムマイル,1,先行,1706.884,3,0.0,0.139,73.195,82.272,0.44,0.7,110.131,110.131,0.7759
17,レガレイラ,8,先行,1704.703,4,7.0,2.32,68.507,79.338,0.44,0.7,110.131,110.131,0.7759
12,マイネルエンペラー,6,逃げ,1704.212,5,5.0,2.812,52.086,66.306,0.44,0.7,110.131,110.131,0.7759
4,ミクニインスパイア,2,先行,1701.3,6,1.0,5.724,62.769,75.093,0.44,0.7,110.131,110.131,0.7759
9,コスモキュランダ,5,先行,1700.443,7,4.22,6.58,64.219,71.241,0.44,0.7,110.131,110.131,0.7759
7,ファミリータイム,4,先行,1700.213,8,3.22,6.81,60.592,73.6,0.44,0.7,110.131,110.131,0.7759
3,シュガークン,2,先行,1695.543,9,1.22,11.48,52.467,61.843,0.44,0.7,110.131,110.131,0.7759
18,ミステリーウェイ,8,先行,1693.012,10,7.0,14.012,43.76,58.039,0.44,0.7,110.131,110.131,0.7759
1,ダノンデサイル,1,差し,1692.796,11,0.67,14.228,79.175,85.766,0.44,0.7,110.131,110.131,0.7759
15,マイユニバース,7,差し,1688.414,12,6.67,18.61,70.558,80.631,0.44,0.7,110.131,110.131,0.7759
13,シェイクユアハート,7,差し,1682.581,13,6.67,24.442,67.357,78.592,0.44,0.7,110.131,110.131,0.7759
10,ジューンテイク,5,差し,1682.326,14,4.45,24.698,67.114,73.771,0.44,0.7,110.131,110.131,0.7759
14,スティンガーグラス,7,差し,1681.662,15,6.45,25.362,61.121,77.264,0.44,0.7,110.131,110.131,0.7759
11,シンエンペラー,6,差し,1677.566,16,5.67,29.457,54.86,73.209,0.44,0.7,110.131,110.131,0.7759
8,タガノデュード,4,追込,1663.65,17,3.65,43.374,71.2,81.806,0.44,0.7,110.131,110.131,0.7759
6,ビザンチンドリーム,3,追込,1647.215,18,2.65,59.808,58.422,76.695,0.44,0.7,110.131,110.131,0.7759
16,メイショウタバル,8,逃げ,1714.381,1,7.0,0.0,74.557,75.358,0.448,0.7,110.605,110.605,0.7793
2,ミュージアムマイル,1,先行,1714.381,2,0.0,0.0,73.195,82.272,0.448,0.7,110.605,110.605,0.7793
5,クロワデュノール,3,先行,1714.381,3,2.22,0.0,84.154,89.408,0.448,0.7,110.605,110.605,0.7793
17,レガレイラ,8,先行,1712.283,4,7.0,2.098,68.507,79.338,0.448,0.7,110.605,110.605,0.7793
12,マイネルエンペラー,6,逃げ,1711.597,5,5.0,2.785,52.086,66.306,0.448,0.7,110.605,110.605,0.7793
4,ミクニインスパイア,2,先行,1708.859,6,1.0,5.523,62.769,75.093,0.448,0.7,110.605,110.605,0.7793
9,コスモキュランダ,5,先行,1707.969,7,4.22,6.412,64.219,71.241,0.448,0.7,110.605,110.605,0.7793
7,ファミリータイム,4,先行,1707.764,8,3.22,6.617,60.592,73.6,0.448,0.7,110.605,110.605,0.7793
3,シュガークン,2,先行,1703.024,9,1.22,11.358,52.467,61.843,0.448,0.7,110.605,110.605,0.7793
1,ダノンデサイル,1,差し,1700.644,10,0.67,13.737,79.175,85.766,0.448,0.7,110.605,110.605,0.7793
18,ミステリーウェイ,8,先行,1700.476,11,7.0,13.905,43.76,58.039,0.448,0.7,110.605,110.605,0.7793
15,マイユニバース,7,差し,1696.234,12,6.67,18.147,70.558,80.631,0.448,0.7,110.605,110.605,0.7793
13,シェイクユアハート,7,差し,1690.399,13,6.67,23.982,67.357,78.592,0.448,0.7,110.605,110.605,0.7793
10,ジューンテイク,5,差し,1690.086,14,4.45,24.296,67.114,73.771,0.448,0.7,110.605,110.605,0.7793
14,スティンガーグラス,7,差し,1689.479,15,6.45,24.902,61.121,77.264,0.448,0.7,110.605,110.605,0.7793
11,シンエンペラー,6,差し,1685.356,16,5.67,29.025,54.86,73.209,0.448,0.7,110.605,110.605,0.7793
8,タガノデュード,4,追込,1671.823,17,3.65,42.558,71.2,81.806,0.448,0.7,110.605,110.605,0.7793
6,ビザンチンドリーム,3,追込,1655.381,18,2.65,59.0,58.422,76.695,0.448,0.7,110.605,110.605,0.7793
16,メイショウタバル,8,逃げ,1721.739,1,7.0,0.0,74.557,75.358,0.457,0.7,111.08,111.08,0.7826
2,ミュージアムマイル,1,先行,1721.739,2,0.0,0.0,73.195,82.272,0.457,0.7,111.08,111.08,0.7826
5,クロワデュノール,3,先行,1721.739,3,2.22,0.0,84.154,89.408,0.457,0.7,111.08,111.08,0.7826
17,レガレイラ,8,先行,1719.863,4,7.0,1.876,68.507,79.338,0.457,0.7,111.08,111.08,0.7826
12,マイネルエンペラー,6,逃げ,1718.982,5,5.0,2.758,52.086,66.306,0.457,0.7,111.08,111.08,0.7826
4,ミクニインスパイア,2,先行,1716.418,6,1.0,5.322,62.769,75.093,0.457,0.7,111.08,111.08,0.7826
9,コスモキュランダ,5,先行,1715.495,7,4.22,6.244,64.219,71.241,0.457,0.7,111.08,111.08,0.7826
7,ファミリータイム,4,先行,1715.314,8,3.22,6.425,60.592,73.6,0.457,0.7,111.08,111.08,0.7826
3,シュガークン,2,先行,1710.504,9,1.22,11.235,52.467,61.843,0.457,0.7,111.08,111.08,0.7826
1,ダノンデサイル,1,差し,1708.493,10,0.67,13.246,79.175,85.766,0.457,0.7,111.08,111.08,0.7826
18,ミステリーウェイ,8,先行,1707.941,11,7.0,13.798,43.76,58.039,0.457,0.7,111.08,111.08,0.7826
15,マイユニバース,7,差し,1704.055,12,6.67,17.684,70.558,80.631,0.457,0.7,111.08,111.08,0.7826
13,シェイクユアハート,7,差し,1698.218,13,6.67,23.521,67.357,78.592,0.457,0.7,111.08,111.08,0.7826
10,ジューンテイク,5,差し,1697.845,14,4.45,23.894,67.114,73.771,0.457,0.7,111.08,111.08,0.7826
14,スティンガーグラス,7,差し,1697.296,15,6.45,24.443,61.121,77.264,0.457,0.7,111.08,111.08,0.7826
11,シンエンペラー,6,差し,1693.146,16,5.67,28.594,54.86,73.209,0.457,0.7,111.08,111.08,0.7826
8,タガノデュード,4,追込,1679.996,17,3.65,41.743,71.2,81.806,0.457,0.7,111.08,111.08,0.7826
6,ビザンチンドリーム,3,追込,1663.547,18,2.65,58.192,58.422,76.695,0.457,0.7,111.08,111.08,0.7826
16,メイショウタバル,8,逃げ,1729.097,1,7.0,0.0,74.557,75.358,0.465,0.7,111.555,111.555,0.786
2,ミュージアムマイル,1,先行,1729.097,2,0.0,0.0,73.195,82.272,0.465,0.7,111.555,111.555,0.786
5,クロワデュノール,3,先行,1729.097,3,2.22,0.0,84.154,89.408,0.465,0.7,111.555,111.555,0.786
17,レガレイラ,8,先行,1727.442,4,7.0,1.655,68.507,79.338,0.465,0.7,111.555,111.555,0.786
12,マイネルエンペラー,6,逃げ,1726.366,5,5.0,2.731,52.086,66.306,0.465,0.7,111.555,111.555,0.786
4,ミクニインスパイア,2,先行,1723.976,6,1.0,5.121,62.769,75.093,0.465,0.7,111.555,111.555,0.786
9,コスモキュランダ,5,先行,1723.021,7,4.22,6.076,64.219,71.241,0.465,0.7,111.555,111.555,0.786
7,ファミリータイム,4,先行,1722.865,8,3.22,6.232,60.592,73.6,0.465,0.7,111.555,111.555,0.786
3,シュガークン,2,先行,1717.985,9,1.22,11.112,52.467,61.843,0.465,0.7,111.555,111.555,0.786
1,ダノンデサイル,1,差し,1716.342,10,0.67,12.755,79.175,85.766,0.465,0.7,111.555,111.555,0.786
18,ミステリーウェイ,8,先行,1715.406,11,7.0,13.691,43.76,58.039,0.465,0.7,111.555,111.555,0.786
15,マイユニバース,7,差し,1711.876,12,6.67,17.221,70.558,80.631,0.465,0.7,111.555,111.555,0.786
13,シェイクユアハート,7,差し,1706.036,13,6.67,23.061,67.357,78.592,0.465,0.7,111.555,111.555,0.786
10,ジューンテイク,5,差し,1705.605,14,4.45,23.492,67.114,73.771,0.465,0.7,111.555,111.555,0.786
14,スティンガーグラス,7,差し,1705.113,15,6.45,23.984,61.121,77.264,0.465,0.7,111.555,111.555,0.786
11,シンエンペラー,6,差し,1700.935,16,5.67,28.162,54.86,73.209,0.465,0.7,111.555,111.555,0.786
8,タガノデュード,4,追込,1688.17,17,3.65,40.927,71.2,81.806,0.465,0.7,111.555,111.555,0.786
6,ビザンチンドリーム,3,追込,1671.712,18,2.65,57.385,58.422,76.695,0.465,0.7,111.555,111.555,0.786
16,メイショウタバル,8,逃げ,1736.455,1,7.0,0.0,74.557,75.358,0.473,0.7,112.029,112.029,0.7893
2,ミュージアムマイル,1,先行,1736.455,2,0.0,0.0,73.195,82.272,0.473,0.7,112.029,112.029,0.7893
5,クロワデュノール,3,先行,1736.455,3,2.22,0.0,84.154,89.408,0.473,0.7,112.029,112.029,0.7893
17,レガレイラ,8,先行,1735.022,4,7.0,1.433,68.507,79.338,0.473,0.7,112.029,112.029,0.7893
12,マイネルエンペラー,6,逃げ,1733.751,5,5.0,2.703,52.086,66.306,0.473,0.7,112.029,112.029,0.7893
4,ミクニインスパイア,2,先行,1731.535,6,1.0,4.92,62.769,75.093,0.473,0.7,112.029,112.029,0.7893
9,コスモキュランダ,5,先行,1730.547,7,4.22,5.908,64.219,71.241,0.473,0.7,112.029,112.029,0.7893
7,ファミリータイム,4,先行,1730.416,8,3.22,6.039,60.592,73.6,0.473,0.7,112.029,112.029,0.7893
3,シュガークン,2,先行,1725.466,9,1.22,10.989,52.467,61.843,0.473,0.7,112.029,112.029,0.7893
1,ダノンデサイル,1,差し,1724.19,10,0.67,12.265,79.175,85.766,0.473,0.7,112.029,112.029,0.7893
18,ミステリーウェイ,8,先行,1722.871,11,7.0,13.584,43.76,58.039,0.473,0.7,112.029,112.029,0.7893
15,マイユニバース,7,差し,1719.696,12,6.67,16.758,70.558,80.631,0.473,0.7,112.029,112.029,0.7893
13,シェイクユアハート,7,差し,1713.854,13,6.67,22.601,67.357,78.592,0.473,0.7,112.029,112.029,0.7893
10,ジューンテイク,5,差し,1713.365,14,4.45,23.09,67.114,73.771,0.473,0.7,112.029,112.029,0.7893
